"ID","Sex_R","BirthYear","Age","AgeClass","SampleYear","IgG_TC","IgPlateRef","RTL","qPCRPlate","qPCRRow","Survival"
6586,"Males",2007,0,"Lambs",2007,0.57781,49,1.47331817505307,3,"G",0
7260,"Males",2009,0,"Lambs",2009,0.04159,44,1.50358381341843,3,"F",1
7254,"Males",2009,0,"Lambs",2009,0.43192,44,1.84177993966636,3,"G",0
4682,"Males",2001,0,"Lambs",2001,0.25202,24,1.96959160146213,4,"C",0
7194,"Females",2009,0,"Lambs",2009,0.29491,43,1.75640104496029,4,"E",1
6678,"Females",2007,0,"Lambs",2007,0.22642,47,1.58493559950853,93,"H",1
6784,"Males",2007,0,"Lambs",2007,0.10184,46,2.02249797580285,4,"B",1
8736,"Females",2012,0,"Lambs",2012,0.20323,22,1.90737159245236,4,"F",0
8733,"Males",2012,0,"Lambs",2012,0.42462,22,1.58222443301603,4,"C",1
6625,"Females",2007,0,"Lambs",2007,0.12596,48,1.66612308494553,4,"D",1
8767,"Females",2012,0,"Lambs",2012,0.37633,22,1.65234200713078,4,"F",0
8782,"Males",2012,0,"Lambs",2012,0.25338,21,1.37227726619332,4,"G",1
6717,"Females",2007,0,"Lambs",2007,0.14313,47,1.65921610310005,93,"F",1
6612,"Males",2007,0,"Lambs",2007,0.33762,48,1.80799660308165,4,"F",0
6567,"Males",2007,0,"Lambs",2007,0.44312,49,1.46413077464183,5,"C",1
4672,"Males",2001,0,"Lambs",2001,0.14306,24,2.12295329690494,5,"E",0
4680,"Females",2001,0,"Lambs",2001,0.07827,24,2.0568515775955,5,"G",0
4572,"Males",2001,0,"Lambs",2001,0.29273,22,2.34080300279505,94,"A",0
7239,"Males",2009,0,"Lambs",2009,0.24517,43,1.90214768320178,5,"B",0
8798,"Females",2012,0,"Lambs",2012,0.40216,21,1.71956359461851,5,"F",1
7144,"Females",2009,0,"Lambs",2009,0.42438,42,1.84255210901464,5,"E",1
4563,"Females",2001,0,"Lambs",2001,0.24185,22,1.8184120604749,5,"H",0
8724,"Males",2012,0,"Lambs",2012,0.36921,22,2.10583187532763,94,"C",1
4604,"Females",2001,0,"Lambs",2001,0.16134,23,1.28633709593848,5,"C",0
4659,"Males",2001,0,"Lambs",2001,0.25748,24,1.86208403967703,5,"E",0
7337,"Males",2009,0,"Lambs",2009,0.66446,44,2.06819150662745,5,"E",0
7117,"Males",2009,0,"Lambs",2009,0.30416,42,1.35387519008518,6,"B",0
4595,"Females",2001,0,"Lambs",2001,0.17505,23,1.7091898746636,6,"D",0
7245,"Females",2009,0,"Lambs",2009,0.05766,43,1.91450992596114,6,"B",1
7335,"Males",2009,0,"Lambs",2009,0.1052,44,1.93368665799416,6,"C",0
4644,"Males",2001,0,"Lambs",2001,0.16383,24,1.50194482596479,6,"C",0
4661,"Males",2001,0,"Lambs",2001,0.03308,24,1.47238636259196,6,"G",0
7188,"Males",2009,0,"Lambs",2009,0.05571,44,1.62781809698491,6,"C",0
7328,"Males",2009,0,"Lambs",2009,0.03974,44,1.51331407063684,6,"D",0
4568,"Males",2001,0,"Lambs",2001,0.29949,22,1.50856298002795,6,"E",0
7178,"Males",2009,0,"Lambs",2009,0.26013,43,1.9171581319589,6,"B",0
4593,"Males",2001,0,"Lambs",2001,0.17814,22,1.631678092996,94,"E",0
6588,"Females",2007,0,"Lambs",2007,0.06703,49,2.37887961542256,6,"B",1
7203,"Females",2009,0,"Lambs",2009,0.21129,43,1.93771184580091,6,"D",0
6670,"Females",2007,0,"Lambs",2007,0.03808,48,2.01341807428262,7,"C",0
4652,"Males",2001,0,"Lambs",2001,0.13915,24,2.02710651202704,7,"F",0
8812,"Females",2012,0,"Lambs",2012,0.58965,21,2.05036818603766,94,"H",1
7134,"Males",2009,0,"Lambs",2009,0.14955,42,1.50481128590919,7,"C",1
6694,"Males",2007,0,"Lambs",2007,0.12162,47,1.894007923541,7,"F",1
4601,"Males",2001,0,"Lambs",2001,0.10408,23,2.08671924741967,7,"B",0
4686,"Females",2001,0,"Lambs",2001,0.55748,25,1.75357889743348,7,"G",0
7195,"Males",2009,0,"Lambs",2009,0.71369,48,1.80109588996514,8,"B",0
7213,"Females",2009,0,"Lambs",2009,0.2885,43,1.6345475565309,94,"E",1
6770,"Females",2007,0,"Lambs",2007,0.11605,47,1.84853514754369,8,"D",1
6597,"Males",2007,0,"Lambs",2007,0.27861,49,1.3738597874113,94,"F",0
4650,"Males",2001,0,"Lambs",2001,0.79665,24,1.39678389645434,8,"D",0
7252,"Females",2009,0,"Lambs",2009,0.18141,49,1.55467517384153,8,"F",1
7240,"Males",2009,0,"Lambs",2009,0.31451,43,1.81892776630629,94,"H",0
4641,"Males",2001,0,"Lambs",2001,0.18797,24,2.10324822249172,94,"A",0
7241,"Females",2009,0,"Lambs",2009,0.07936,43,1.92689979394296,8,"B",1
7235,"Females",2009,0,"Lambs",2009,0.2871,43,2.01827971387277,8,"F",0
6695,"Females",2007,0,"Lambs",2007,0.05252,47,1.93448220968954,8,"B",1
7142,"Females",2009,0,"Lambs",2009,0.09097,42,1.67617125693414,8,"H",1
6711,"Males",2007,0,"Lambs",2007,0.22572,47,1.89809937678142,8,"B",0
8811,"Females",2012,0,"Lambs",2012,0.06049,21,2.0441087104974,8,"E",1
7199,"Males",2009,0,"Lambs",2009,0.24635,43,2.06841991859786,8,"F",1
7200,"Males",2009,0,"Lambs",2009,0.7479,43,1.75391701932799,8,"G",0
8710,"Males",2012,0,"Lambs",2012,0.31683,22,1.87086432238787,9,"A",1
6731,"Males",2007,0,"Lambs",2007,0.0881,47,1.77033204814253,9,"C",0
7154,"Males",2009,0,"Lambs",2009,0.2483,42,2.02249836101547,9,"F",0
4611,"Females",2001,0,"Lambs",2001,0.09998,23,1.67430381399248,9,"H",0
4576,"Males",2001,0,"Lambs",2001,0.0838,22,1.84480102683477,9,"C",0
7180,"Females",2009,0,"Lambs",2009,0.09518,44,1.58985038615941,9,"C",0
4584,"Females",2001,0,"Lambs",2001,0.10301,22,1.64836262062795,9,"D",0
6761,"Females",2007,0,"Lambs",2007,0.09101,47,1.69472224698742,9,"E",0
5384,"Males",2001,0,"Lambs",2001,0.5498,23,1.91986354742925,9,"G",0
4605,"Females",2001,0,"Lambs",2001,0.65447,23,1.53724612158687,9,"H",0
4624,"Females",2001,0,"Lambs",2001,0.14686,23,2.10052432943973,9,"B",0
4629,"Males",2001,0,"Lambs",2001,0.09825,23,2.26702036655624,9,"F",0
7336,"Females",2009,0,"Lambs",2009,0.12122,48,1.97062928068067,9,"B",1
4653,"Males",2001,0,"Lambs",2001,0.05068,24,2.2647228323053,9,"A",0
8751,"Females",2012,0,"Lambs",2012,0.15506,22,1.73802418468255,9,"C",1
4587,"Males",2001,0,"Lambs",2001,0.03577,22,1.90800010169628,9,"F",0
4678,"Males",2001,0,"Lambs",2001,0.16519,24,2.11456633300379,94,"G",0
7186,"Females",2009,0,"Lambs",2009,0.08978,44,2.21484230367094,10,"D",0
6687,"Males",2007,0,"Lambs",2007,0.08806,47,1.77602724119202,10,"F",0
7216,"Males",2009,0,"Lambs",2009,0.17234,43,1.86853856699018,10,"B",1
7120,"Females",2009,0,"Lambs",2009,0.3056,42,1.74792235211941,10,"C",0
4658,"Females",2001,0,"Lambs",2001,0.05262,24,1.57284465011414,10,"E",0
6645,"Males",2007,0,"Lambs",2007,0.1416,48,1.42417164462368,10,"F",0
4607,"Females",2001,0,"Lambs",2001,0.05118,23,1.95345154018388,10,"C",0
6718,"Females",2007,0,"Lambs",2007,0.26819,47,1.94584397972978,10,"D",1
4588,"Females",2001,0,"Lambs",2001,0.10718,22,1.68302518074804,10,"E",0
6705,"Males",2007,0,"Lambs",2007,0.31857,47,1.5240503548863,10,"C",0
6682,"Females",2007,0,"Lambs",2007,0.18599,47,1.75338576970744,10,"F",1
6564,"Males",2007,0,"Lambs",2007,0.23468,49,2.02422948724847,94,"H",0
6655,"Females",2007,0,"Lambs",2007,0.46817,48,2.41196487717791,10,"B",0
5265,"Males",2001,0,"Lambs",2001,0.15177,23,1.85519854844696,10,"G",0
6674,"Females",2007,0,"Lambs",2007,0.25742,48,1.8893958229277,11,"F",1
4684,"Males",2001,0,"Lambs",2001,0.19373,25,2.30959893827785,11,"G",0
6630,"Males",2007,0,"Lambs",2007,0.46693,48,1.70431150092342,11,"E",0
4669,"Females",2001,0,"Lambs",2001,0.06836,24,1.49742422491562,11,"E",0
4632,"Females",2001,0,"Lambs",2001,0.03364,23,2.41942077390879,94,"D",0
6692,"Females",2007,0,"Lambs",2007,0.80468,47,2.07596990193882,94,"G",1
6611,"Females",2007,0,"Lambs",2007,1.07101,48,1.81289556723128,11,"C",0
4586,"Females",2001,0,"Lambs",2001,0.09132,22,1.95382941958209,11,"D",0
7140,"Females",2009,0,"Lambs",2009,0.42036,42,2.01813076382528,11,"E",1
6677,"Females",2007,0,"Lambs",2007,0.05823,48,1.65340647193835,11,"F",0
6683,"Females",2007,0,"Lambs",2007,0.35243,47,1.81868791241785,11,"G",1
4597,"Females",2001,0,"Lambs",2001,0.54145,23,1.63506952171967,12,"E",0
