"ID","Sex_R","BirthYear","Age","AgeClass","SampleYear","Strongyles","RTL","qPCRPlate","qPCRRow","Survival"
5974,"Males",2004,0,"Lambs",2004,900,2.13724402268995,31,"C",0
5922,"Males",2004,0,"Lambs",2004,1000,2.53160168763929,31,"A",0
5804,"Females",2004,0,"Lambs",2004,200,2.12014103897224,32,"F",0
5886,"Females",2004,0,"Lambs",2004,400,2.00212326338761,32,"H",0
6002,"Males",2004,0,"Lambs",2004,1200,2.1958986703158,32,"B",0
5931,"Males",2004,0,"Lambs",2004,500,2.07449317555653,32,"F",0
5914,"Females",2004,0,"Lambs",2004,900,1.76801456256281,32,"H",0
7061,"Males",2008,0,"Lambs",2008,600,1.74560083670864,32,"A",0
6948,"Females",2008,0,"Lambs",2008,100,1.80357836657698,32,"C",1
5728,"Females",2004,0,"Lambs",2004,800,1.57817683998978,32,"G",0
5932,"Males",2004,0,"Lambs",2004,600,2.14185639487968,32,"A",0
6124,"Females",2005,0,"Lambs",2005,300,2.42202395486108,32,"D",1
6171,"Females",2005,0,"Lambs",2005,400,1.60880238138091,32,"G",1
5973,"Males",2004,0,"Lambs",2004,1500,2.55677179696008,33,"A",0
4514,"Males",2000,0,"Lambs",2000,1000,2.10159825169623,33,"B",0
6200,"Females",2005,0,"Lambs",2005,1200,1.70077660829342,33,"E",0
5976,"Females",2004,0,"Lambs",2004,1200,2.13639805502056,33,"G",0
6910,"Females",2008,0,"Lambs",2008,800,2.0071125058819,33,"A",1
4505,"Males",2000,0,"Lambs",2000,500,1.53871539674839,33,"B",1
6972,"Females",2008,0,"Lambs",2008,200,1.96944584288374,33,"H",1
4447,"Males",2000,0,"Lambs",2000,300,2.14337397461217,33,"B",1
5849,"Males",2004,0,"Lambs",2004,1600,1.9871018854324,33,"D",0
6117,"Females",2005,0,"Lambs",2005,800,1.58620597655437,33,"F",0
6924,"Males",2008,0,"Lambs",2008,1200,1.63521334020339,33,"G",0
6151,"Females",2005,0,"Lambs",2005,600,1.78481283525417,33,"C",1
6839,"Males",2008,0,"Lambs",2008,1600,1.97389326873306,33,"D",0
6150,"Females",2005,0,"Lambs",2005,900,1.72011588023092,33,"H",1
6016,"Females",2004,0,"Lambs",2004,1000,1.81611564037584,34,"C",0
5927,"Females",2004,0,"Lambs",2004,800,2.11083785661672,34,"H",0
5906,"Males",2004,0,"Lambs",2004,1200,2.24016299711926,34,"A",0
4419,"Males",2000,0,"Lambs",2000,200,2.01054289249678,34,"C",1
5749,"Females",2004,0,"Lambs",2004,400,2.19393720089677,34,"E",0
6201,"Males",2005,0,"Lambs",2005,2100,1.15760909395102,34,"G",0
6956,"Females",2008,0,"Lambs",2008,200,1.74702241468348,34,"C",0
9036,"Females",2013,0,"Lambs",2013,200,1.71077772518074,34,"H",1
5813,"Females",2004,0,"Lambs",2004,900,1.75771202351131,34,"G",0
6175,"Males",2005,0,"Lambs",2005,1700,2.15432520066166,35,"A",0
5977,"Females",2004,0,"Lambs",2004,700,1.72951849785895,35,"F",0
4472,"Females",2000,0,"Lambs",2000,400,2.26714680426748,35,"G",1
6084,"Females",2005,0,"Lambs",2005,700,1.75679494530148,35,"B",1
6113,"Females",2005,0,"Lambs",2005,1300,1.7180850045794,35,"F",0
6966,"Males",2008,0,"Lambs",2008,300,1.88557851664017,35,"H",0
9074,"Females",2013,0,"Lambs",2013,500,1.97401078515779,35,"B",1
6172,"Females",2005,0,"Lambs",2005,2100,1.61633645120458,35,"E",1
6936,"Males",2008,0,"Lambs",2008,2100,1.87052458815536,35,"G",1
6890,"Females",2008,0,"Lambs",2008,400,2.14594230893594,35,"A",0
4446,"Males",2000,0,"Lambs",2000,200,1.84025429351766,35,"G",1
5816,"Males",2004,0,"Lambs",2004,600,2.19435093972306,35,"C",0
5795,"Males",2004,0,"Lambs",2004,1200,2.06975198271639,35,"D",0
6851,"Females",2008,0,"Lambs",2008,100,1.6030066569666,35,"F",1
5783,"Males",2004,0,"Lambs",2004,2600,2.17019486077976,35,"B",0
4334,"Females",2000,0,"Lambs",2000,300,2.29762768003707,35,"D",1
6903,"Males",2008,0,"Lambs",2008,1800,2.16634671034451,35,"E",0
6184,"Males",2005,0,"Lambs",2005,600,1.58992947853164,36,"H",1
5750,"Females",2004,0,"Lambs",2004,200,1.92911438063993,36,"E",0
9212,"Females",2013,0,"Lambs",2013,400,1.4959023411096,36,"F",1
6915,"Males",2008,0,"Lambs",2008,200,1.76668072718857,36,"F",1
6864,"Females",2008,0,"Lambs",2008,200,1.89837632603218,36,"H",0
4388,"Females",2000,0,"Lambs",2000,800,1.97456855394105,36,"C",0
6085,"Females",2005,0,"Lambs",2005,0,1.56811916867385,36,"E",0
6189,"Females",2005,0,"Lambs",2005,800,1.70055553198697,36,"F",1
7055,"Females",2008,0,"Lambs",2008,0,1.94017567347482,36,"F",1
4406,"Females",2000,0,"Lambs",2000,300,2.02948976071686,37,"B",0
5776,"Males",2004,0,"Lambs",2004,1400,1.8311378232602,37,"E",0
5842,"Females",2004,0,"Lambs",2004,800,1.90924134307078,37,"A",0
5763,"Females",2004,0,"Lambs",2004,300,1.75586079439948,37,"C",0
6039,"Females",2004,0,"Lambs",2004,300,1.90643826691926,37,"F",0
5935,"Females",2004,0,"Lambs",2004,600,2.05736773081096,37,"G",0
4405,"Females",2000,0,"Lambs",2000,200,1.85434406571027,37,"H",0
5772,"Females",2004,0,"Lambs",2004,600,2.08038218410329,37,"A",0
6912,"Males",2008,0,"Lambs",2008,800,1.604666148007,37,"B",0
5780,"Males",2004,0,"Lambs",2004,100,1.34162049068264,37,"F",0
7042,"Males",2008,0,"Lambs",2008,100,1.80291636691577,37,"B",0
4417,"Males",2000,0,"Lambs",2000,500,1.87037058523834,37,"A",1
6029,"Females",2004,0,"Lambs",2004,1800,1.74557192628139,37,"F",0
6892,"Females",2008,0,"Lambs",2008,1100,2.51030582548455,37,"B",1
5899,"Males",2004,0,"Lambs",2004,2000,1.88416130463816,37,"G",0
6095,"Males",2005,0,"Lambs",2005,1500,1.60972619813079,37,"H",0
4469,"Females",2000,0,"Lambs",2000,0,2.34724941909393,38,"A",1
6030,"Males",2004,0,"Lambs",2004,3700,1.85626346874004,38,"D",0
4508,"Males",2000,0,"Lambs",2000,100,1.50028206543999,38,"E",0
